id,decision_date,reason,counties,panel_size
673266,1996-01-18,no_signal,,0
673622,1996-01-29,no_signal,,0
673636,1996-01-25,no_signal,,0
676840,1996-02-01,no_signal,,0
680772,2001-06-04,no_signal,,0
680796,2001-06-04,no_signal,,0
680827,2001-06-18,no_signal,,0
680900,2001-06-21,no_signal,,0
680951,2001-06-04,no_signal,,0
680984,2001-06-18,no_signal,,0
681181,2001-06-11,no_signal,,0
681196,2001-06-28,no_signal,,0
681199,2001-06-18,no_signal,,0
681236,2001-06-25,no_signal,,0
681238,2001-06-18,no_signal,,0
681344,2001-06-11,no_signal,,0
681350,2001-06-04,no_signal,,0
681422,2001-06-11,no_signal,,0
681451,2001-06-04,no_signal,,0
681461,2001-06-18,no_signal,,0
681473,2001-06-11,no_signal,,0
681666,2001-06-04,no_signal,,0
681718,2001-06-18,no_signal,,0
694065,1998-02-09,no_signal,,0
694117,1998-02-04,no_signal,,0
694418,1998-02-02,no_signal,,0
694514,1998-02-23,no_signal,,0
700771,1996-04-22,no_signal,,0
707761,1998-04-29,no_signal,,0
710225,1998-04-29,no_signal,,0
717393,1998-07-09,no_signal,,0
717527,1998-07-02,no_signal,,0
717537,1998-07-30,no_signal,,0
717627,1998-07-08,no_signal,,0
717801,1998-07-09,no_signal,,0
761171,2003-03-03,no_signal,,0
761518,2003-03-21,no_signal,,0
804951,2005-03-17,no_signal,,0
830451,1996-03-18,no_signal,,0
831120,1996-03-11,no_signal,,0
876465,1998-10-22,no_signal,,0
877050,1998-10-02,no_signal,,0
877369,1998-10-02,no_signal,,0
877475,1998-10-29,no_signal,,0
877611,1998-10-15,panel_only_weak,,1
889701,1999-03-04,no_signal,,0
890237,1999-03-18,no_signal,,0
890449,1999-03-22,no_signal,,0
890468,1999-03-19,no_signal,,0
893471,1999-04-08,no_signal,,0
893495,1999-04-12,no_signal,,0
893635,1999-04-29,no_signal,,0
893713,1999-04-19,no_signal,,0
893715,1999-04-12,no_signal,,0
894240,1999-04-15,no_signal,,0
894303,1999-04-22,no_signal,,0
955550,2002-04-11,no_signal,,0
955629,2002-04-29,no_signal,,0
955789,2002-04-09,no_signal,,0
957121,2002-12-12,no_signal,,0
957156,2002-12-30,no_signal,,0
994923,1990-05-11,no_signal,,0
994968,1990-05-03,no_signal,,0
995078,1990-05-11,no_signal,,0
995686,1990-05-11,no_signal,,0
996580,2002-05-30,no_signal,,0
996598,2002-05-09,no_signal,,0
996957,2002-05-07,no_signal,,0
997116,2002-05-09,no_signal,,0
997293,2002-05-02,no_signal,,0
997511,2002-05-02,no_signal,,0
1000490,1990-06-22,no_signal,,0
1004832,1990-07-05,no_signal,,0
1004833,1990-07-23,no_signal,,0
1004977,1990-07-13,no_signal,,0
1005051,1990-07-13,no_signal,,0
1005132,1990-07-13,no_signal,,0
1005244,1990-07-13,no_signal,,0
1005361,1990-07-13,no_signal,,0
1005453,1990-07-13,no_signal,,0
1005494,1990-07-13,no_signal,,0
1008070,2002-07-11,no_signal,,0
1015048,1990-10-05,no_signal,,0
1015716,1990-10-25,no_signal,,0
1018703,1990-11-13,no_signal,,0
1018759,1990-11-26,no_signal,,0
1018931,1990-11-26,no_signal,,0
1018963,1990-11-26,no_signal,,0
1019224,1990-11-16,no_signal,,0
1019233,1990-11-19,no_signal,,0
1019255,1990-11-26,no_signal,,0
1019277,1990-11-08,no_signal,,0
1019285,1990-11-16,no_signal,,0
1019317,1990-11-29,no_signal,,0
1019367,1990-11-16,no_signal,,0
1019404,1990-11-16,no_signal,,0
1019477,1990-11-16,no_signal,,0
1019529,1990-11-26,no_signal,,0
1019776,1990-11-26,no_signal,,0
1019847,1990-11-19,no_signal,,0
1019861,1990-11-16,no_signal,,0
1019969,1990-11-16,no_signal,,0
1020051,1990-11-16,no_signal,,0
1020114,1990-11-16,no_signal,,0
1020170,1990-11-26,no_signal,,0
1022356,1990-12-21,no_signal,,0
1022386,1990-12-21,no_signal,,0
1022880,1990-12-21,no_signal,,0
1022890,1990-12-24,no_signal,,0
1022906,1990-12-24,no_signal,,0
1022918,1990-12-21,no_signal,,0
1023055,1990-12-21,no_signal,,0
1023125,1990-12-21,no_signal,,0
1023446,1990-12-21,no_signal,,0
1023542,1990-12-21,no_signal,,0
1029605,1991-02-11,no_signal,,0
1029637,1991-02-01,no_signal,,0
1029813,1991-02-11,no_signal,,0
1030060,1991-02-11,no_signal,,0
1033840,1991-03-18,no_signal,,0
1037799,1991-04-26,no_signal,,0
1038033,1991-04-01,no_signal,,0
1041259,1991-05-09,no_signal,,0
1041446,1991-05-23,no_signal,,0
1048984,1991-08-01,no_signal,,0
1049130,1991-07-12,no_signal,,0
1049197,1991-07-11,panel_only_weak,,1
1049214,1991-08-29,no_signal,,0
1052770,1996-09-12,no_signal,,0
1054470,1991-10-10,no_signal,,0
1054688,1991-10-17,no_signal,,0
1054842,1991-10-22,no_signal,,0
1055002,1991-10-03,no_signal,,0
1055028,1991-10-31,no_signal,,0
1055295,1991-10-31,no_signal,,0
1055445,1991-10-04,no_signal,,0
1059631,2005-08-08,no_signal,,0
1061063,1991-11-15,no_signal,,0
1065052,1991-12-31,no_signal,,0
1065065,1991-12-31,no_signal,,0
1065166,1991-12-31,no_signal,,0
1065192,1991-12-31,panel_only_weak,,1
1069018,1992-01-09,no_signal,,0
1069492,1992-01-09,no_signal,,0
1072681,1992-02-26,no_signal,,0
1073100,1992-02-10,no_signal,,0
1073384,1992-02-27,no_signal,,0
1074825,2002-09-23,panel_only_weak,,1
1076920,1992-03-26,no_signal,,0
1077080,1992-03-09,no_signal,,0
1085754,1992-11-02,no_signal,,0
1092467,2002-06-20,no_signal,,0
1096802,1992-10-05,no_signal,,0
1097144,1992-10-07,no_signal,,0
1097606,1992-09-24,no_signal,,0
1097627,1992-10-29,no_signal,,0
1097917,1992-10-05,no_signal,,0
1098356,1992-10-07,no_signal,,0
1102110,1992-11-05,no_signal,,0
1102126,1992-11-12,no_signal,,0
1102455,1992-11-30,no_signal,,0
1102602,1992-11-09,no_signal,,0
1102898,1992-11-23,no_signal,,0
1106391,1992-12-10,no_signal,,0
1111035,1993-01-11,no_signal,,0
1111048,1993-01-07,no_signal,,0
1111068,1993-01-28,no_signal,,0
1113985,1993-02-11,no_signal,,0
1114297,1993-02-01,no_signal,,0
1114396,1993-02-04,no_signal,,0
1114505,1993-02-11,no_signal,,0
1114512,1993-02-11,no_signal,,0
1114549,1993-02-11,no_signal,,0
1114571,1993-02-01,no_signal,,0
1128857,1993-05-13,panel_only_weak,,1
1136319,1993-07-29,no_signal,,0
1140086,1993-09-23,no_signal,,0
1143776,1993-10-28,no_signal,,0
1143782,1993-10-21,no_signal,,0
1148831,1993-11-10,no_signal,,0
1149340,1993-11-24,panel_only_weak,,1
1153160,1993-12-20,no_signal,,0
1153217,1993-12-29,no_signal,,0
1153919,1993-12-16,no_signal,,0
1157895,1994-01-27,no_signal,,0
1164614,1994-04-04,no_signal,,0
1164666,1994-04-04,no_signal,,0
1164705,1994-04-15,no_signal,,0
1164779,1994-04-25,no_signal,,0
1164818,1994-04-28,no_signal,,0
1164843,1994-04-18,no_signal,,0
1164929,1994-04-04,no_signal,,0
1165057,1994-04-28,no_signal,,0
1165117,1994-04-28,no_signal,,0
1165202,1994-04-04,no_signal,,0
1165295,1994-04-04,no_signal,,0
1165384,1994-04-28,no_signal,,0
1165637,1994-04-18,no_signal,,0
1165658,1994-04-15,no_signal,,0
1168822,1994-05-05,no_signal,,0
1169383,1994-05-16,no_signal,,0
1172764,1994-06-27,no_signal,,0
1175981,1996-10-21,no_signal,,0
1176551,1996-10-10,no_signal,,0
1176578,1996-10-17,no_signal,,0
1176892,1994-12-27,no_signal,,0
1177157,1994-07-21,no_signal,,0
1177618,1994-07-15,no_signal,,0
1188583,1994-11-16,no_signal,,0
1188711,1994-11-23,no_signal,,0
1191114,2005-04-29,no_signal,,0
1191288,2005-04-29,no_signal,,0
1191375,2005-04-07,no_signal,,0
1191632,2005-04-28,no_signal,,0
1191660,2005-04-29,no_signal,,0
1191938,2005-04-29,no_signal,,0
1191955,2005-04-29,no_signal,,0
1194449,1994-12-23,no_signal,,0
1198793,1995-01-05,no_signal,,0
1198994,1995-01-05,no_signal,,0
1205723,1995-03-06,no_signal,,0
1205867,1995-03-13,no_signal,,0
1212336,2000-12-11,no_signal,,0
1212483,2000-12-11,no_signal,,0
1212628,2000-12-07,no_signal,,0
1212836,2000-12-27,no_signal,,0
1219916,1995-06-09,no_signal,,0
1227980,1997-01-02,no_signal,,0
1233723,2003-11-13,no_signal,,0
1239557,2004-01-15,no_signal,,0
1247267,1997-06-26,no_signal,,0
1251975,1997-05-19,no_signal,,0
1252290,1997-05-30,no_signal,,0
1252414,1997-05-12,no_signal,,0
1252442,1997-05-08,no_signal,,0
1252722,1997-05-30,no_signal,,0
1252820,1997-05-30,no_signal,,0
1252932,1997-05-01,no_signal,,0
1253021,1997-05-27,no_signal,,0
1256489,1997-04-25,no_signal,,0
1256624,1997-04-07,no_signal,,0
1256864,1997-04-14,no_signal,,0
1256993,1997-04-25,no_signal,,0
1265013,2001-01-04,no_signal,,0
1348711,2000-06-05,no_signal,,0
1348734,2000-06-26,no_signal,,0
1348735,2000-06-19,no_signal,,0
1348759,2000-06-19,no_signal,,0
1348761,2000-06-26,no_signal,,0
1348886,2000-06-26,no_signal,,0
1348990,2000-06-16,no_signal,,0
1349041,2000-06-19,no_signal,,0
1349043,2000-06-19,no_signal,,0
1349075,2000-06-19,no_signal,,0
1349094,2000-06-26,no_signal,,0
1349101,2000-06-19,no_signal,,0
1349131,2000-06-19,no_signal,,0
1349161,2000-06-19,no_signal,,0
1349320,2000-06-16,no_signal,,0
1349321,2000-06-19,no_signal,,0
1349332,2000-06-12,no_signal,,0
1349378,2000-06-12,no_signal,,0
1349405,2000-06-19,no_signal,,0
1349458,2000-06-19,no_signal,,0
1349461,2000-06-26,no_signal,,0
1430718,2004-10-12,no_signal,,0
1668104,1998-03-23,no_signal,,0
1668805,1998-03-13,no_signal,,0
1955983,2001-07-23,no_signal,,0
1956277,2001-07-09,no_signal,,0
2197366,2004-06-01,no_signal,,0
2197694,2004-06-14,no_signal,,0
2198035,2004-06-14,no_signal,,0
2198556,2004-06-14,no_signal,,0
2272636,1896,no_signal,,0
2272637,1896,no_signal,,0
2272638,1896,no_signal,,0
2272639,1896,no_signal,,0
2272640,1896,no_signal,,0
2272641,1896,no_signal,,0
2272642,1896,no_signal,,0
2272643,1896,no_signal,,0
2272644,1896,no_signal,,0
2272645,1896,no_signal,,0
2272646,1896,no_signal,,0
2272647,1896,no_signal,,0
2272648,1896,no_signal,,0
2272649,1896,no_signal,,0
2272650,1896,no_signal,,0
2272651,1896,no_signal,,0
2272652,1896,no_signal,,0
2272653,1896,no_signal,,0
2272654,1896,no_signal,,0
2272655,1896,no_signal,,0
2272656,1896,no_signal,,0
2272657,1896,no_signal,,0
2272658,1896,no_signal,,0
2272659,1896,no_signal,,0
2272660,1896,no_signal,,0
2272661,1896,no_signal,,0
2272662,1896,no_signal,,0
2272663,1896,no_signal,,0
2272664,1896,no_signal,,0
2272665,1896,no_signal,,0
2272666,1896,no_signal,,0
2272667,1896,no_signal,,0
2272668,1896,no_signal,,0
2272670,1896,no_signal,,0
2272671,1896,no_signal,,0
2272672,1896,no_signal,,0
2272673,1896,no_signal,,0
2272674,1896,no_signal,,0
2272675,1896,no_signal,,0
2272676,1896,no_signal,,0
2272677,1896,no_signal,,0
2272678,1896,no_signal,,0
2272679,1896,no_signal,,0
2272680,1896,no_signal,,0
2272681,1896,no_signal,,0
2272682,1896,no_signal,,0
2272683,1896,no_signal,,0
2272684,1896,no_signal,,0
2272685,1896,no_signal,,0
2272686,1896,no_signal,,0
2272687,1896,no_signal,,0
2272689,1896,no_signal,,0
2272690,1896,no_signal,,0
2272691,1896,no_signal,,0
2272692,1896,no_signal,,0
2272693,1896,no_signal,,0
2272695,1896,no_signal,,0
2272696,1896,no_signal,,0
2272697,1896,no_signal,,0
2272698,1896,no_signal,,0
2272699,1896,no_signal,,0
2272700,1896,no_signal,,0
2272702,1896,no_signal,,0
2272703,1896,no_signal,,0
2272704,1896,no_signal,,0
2272705,1896,no_signal,,0
2272706,1896,no_signal,,0
2272707,1896,no_signal,,0
2272708,1896,no_signal,,0
2272709,1896,no_signal,,0
2272710,1896,no_signal,,0
2272711,1896,no_signal,,0
2272712,1896,no_signal,,0
2272713,1896,no_signal,,0
2272714,1896,no_signal,,0
2272715,1896,no_signal,,0
2272716,1896,no_signal,,0
2272717,1896,no_signal,,0
2272719,1896,no_signal,,0
2272720,1896,no_signal,,0
2272721,1896,no_signal,,0
2272722,1896,no_signal,,0
2272723,1896,no_signal,,0
2272724,1896,no_signal,,0
2272725,1896,no_signal,,0
2272726,1896,no_signal,,0
2272727,1896,no_signal,,0
2272728,1896,no_signal,,0
2272729,1896,no_signal,,0
2272730,1896,no_signal,,0
2272731,1896,no_signal,,0
2272732,1896,no_signal,,0
2272733,1896,no_signal,,0
2272734,1896,no_signal,,0
2272735,1896,no_signal,,0
2272736,1896,no_signal,,0
2272737,1896,no_signal,,0
2272738,1896,no_signal,,0
2272739,1896,no_signal,,0
2272740,1896,no_signal,,0
2272741,1896,no_signal,,0
2272743,1896,no_signal,,0
2272744,1896,no_signal,,0
2272745,1896,no_signal,,0
2272746,1896,no_signal,,0
2272747,1896,no_signal,,0
2272748,1896,no_signal,,0
2272749,1896,no_signal,,0
2272750,1896,no_signal,,0
2272751,1896,no_signal,,0
2272752,1896,no_signal,,0
2272753,1896,no_signal,,0
2272754,1896,no_signal,,0
2272755,1896,no_signal,,0
2272756,1896,no_signal,,0
2272757,1896,no_signal,,0
2272758,1896,no_signal,,0
2272760,1896,no_signal,,0
2272761,1896,no_signal,,0
2272762,1896,no_signal,,0
2272763,1896,no_signal,,0
2272764,1896,no_signal,,0
2272765,1896,no_signal,,0
2272766,1896,no_signal,,0
2272767,1896,no_signal,,0
2272768,1896,no_signal,,0
2272769,1896,no_signal,,0
2272770,1896,no_signal,,0
2272771,1896,no_signal,,0
2272772,1896,no_signal,,0
2272773,1896,no_signal,,0
2272774,1896,no_signal,,0
2272775,1896,no_signal,,0
2272776,1896,no_signal,,0
2272777,1896,no_signal,,0
2272778,1896,no_signal,,0
2272779,1896,no_signal,,0
2272781,1896,no_signal,,0
2272782,1896,no_signal,,0
2272784,1896,no_signal,,0
2272786,1896,panel_only_weak,,1
2272787,1896,no_signal,,0
2272788,1896,no_signal,,0
2272790,1896,no_signal,,0
2272791,1896,no_signal,,0
2272792,1896,no_signal,,0
2272793,1896,no_signal,,0
2272794,1896,no_signal,,0
2272795,1896,no_signal,,0
2272796,1896,no_signal,,0
2272797,1896,no_signal,,0
2272798,1896,no_signal,,0
2274676,1896-02,no_signal,,0
2274677,1896-02,no_signal,,0
2274678,1896-02,no_signal,,0
2274679,1896-03,no_signal,,0
2274680,1896-02,no_signal,,0
2274681,1896-02,no_signal,,0
2274683,1896-03,no_signal,,0
2274684,1896-03,no_signal,,0
2274685,1896-02,no_signal,,0
2274686,1896-03,no_signal,,0
2274688,1896-03,no_signal,,0
2274689,1896-02,no_signal,,0
2274690,1896-03,no_signal,,0
2274691,1896-03,no_signal,,0
2274692,1896-02,no_signal,,0
2274693,1896-02,no_signal,,0
2274694,1896-03,no_signal,,0
2274695,1896-03,no_signal,,0
2274696,1896-03,no_signal,,0
2274697,1896-03,no_signal,,0
2274698,1896-03,no_signal,,0
2274699,1896-03,no_signal,,0
2274700,1896-03,no_signal,,0
2274701,1896-03,no_signal,,0
2274702,1896-02,no_signal,,0
2274703,1896-02,no_signal,,0
2274704,1896-02,no_signal,,0
2274705,1896-02,no_signal,,0
2274706,1896-03,no_signal,,0
2274707,1896-03,no_signal,,0
2274708,1896-03,no_signal,,0
2274709,1896-02,no_signal,,0
2274710,1896-03,no_signal,,0
2274711,1896-03,no_signal,,0
2274712,1896-03,no_signal,,0
2274713,1896-03,no_signal,,0
2274714,1896-02,no_signal,,0
2274716,1896-02,no_signal,,0
2274717,1896-02,no_signal,,0
2274718,1896-02,no_signal,,0
2274719,1896-02,no_signal,,0
2274720,1896-03,no_signal,,0
2274721,1896-03,no_signal,,0
2274722,1896-03,no_signal,,0
2274723,1896-02,no_signal,,0
2274724,1896-02,no_signal,,0
2274725,1896-02,no_signal,,0
2274726,1896-02,no_signal,,0
2274728,1896-02,no_signal,,0
2274729,1896-03,no_signal,,0
2274730,1896-02,no_signal,,0
2274731,1896-02,no_signal,,0
2274732,1896-03,no_signal,,0
2274733,1896-03,no_signal,,0
2274734,1896-03,no_signal,,0
2274736,1896-03,no_signal,,0
2274739,1896-02,no_signal,,0
2274741,1896-02,no_signal,,0
2274742,1896-03,no_signal,,0
2274744,1896-03,no_signal,,0
2274745,1896-02,no_signal,,0
2274746,1896-03,no_signal,,0
2274747,1896-03,panel_only_weak,,1
2274748,1896-03,no_signal,,0
2274749,1896-03,no_signal,,0
2274750,1896-03,no_signal,,0
2274752,1896-02,no_signal,,0
2274753,1896-03,no_signal,,0
2274754,1896-03,no_signal,,0
2274755,1896-03,no_signal,,0
2274756,1896-03,no_signal,,0
2274757,1896-03,no_signal,,0
2274759,1896-03,no_signal,,0
2274760,1896-03,no_signal,,0
2274761,1896-02,no_signal,,0
2274762,1896-03,no_signal,,0
2274764,1896-03,no_signal,,0
2274765,1896-03,no_signal,,0
2274766,1896-03,no_signal,,0
2274767,1896-03,no_signal,,0
2274768,1896-03,no_signal,,0
2274769,1896-03,no_signal,,0
2274770,1896-03,no_signal,,0
2274771,1896-03,no_signal,,0
2274772,1896-03,no_signal,,0
2274774,1896-03,no_signal,,0
2274775,1896-03,no_signal,,0
2274776,1896-03,no_signal,,0
2274777,1896-03,no_signal,,0
2274778,1896-03,no_signal,,0
2274779,1896-02,no_signal,,0
2274782,1896-03,no_signal,,0
2274783,1896-03,no_signal,,0
2274784,1896-03,no_signal,,0
2274785,1896-03,no_signal,,0
2274786,1896-02,no_signal,,0
2274787,1896-02,no_signal,,0
2274788,1896-03,no_signal,,0
2274790,1896-03,no_signal,,0
2274791,1896-03,no_signal,,0
2274792,1896-03,no_signal,,0
2274793,1896-03,no_signal,,0
2274794,1896-02,no_signal,,0
2274795,1896-03,no_signal,,0
2274796,1896-03,no_signal,,0
2274797,1896-03,no_signal,,0
2274798,1896-02,no_signal,,0
2274799,1896-03,no_signal,,0
2274800,1896-03,no_signal,,0
2276598,1896,no_signal,,0
2276599,1896,no_signal,,0
2276601,1896,no_signal,,0
2276602,1896,no_signal,,0
2276603,1896,no_signal,,0
2276604,1896,no_signal,,0
2276605,1896,no_signal,,0
2276606,1896,no_signal,,0
2276607,1896,no_signal,,0
2276608,1896,no_signal,,0
2276609,1896,no_signal,,0
2276610,1896,no_signal,,0
2276611,1896,no_signal,,0
2276613,1896,no_signal,,0
2276614,1896,no_signal,,0
2276615,1896,no_signal,,0
2276616,1896,no_signal,,0
2276617,1896,no_signal,,0
2276618,1896,no_signal,,0
2276619,1896,no_signal,,0
2276620,1896,no_signal,,0
2276621,1896,no_signal,,0
2276622,1896,no_signal,,0
2276623,1896,no_signal,,0
2276624,1896,no_signal,,0
2276625,1896,no_signal,,0
2276626,1896,no_signal,,0
2276627,1896,no_signal,,0
2276628,1896,no_signal,,0
2276629,1896,no_signal,,0
2276630,1896,no_signal,,0
2276631,1896,no_signal,,0
2276632,1896,no_signal,,0
2276633,1896,no_signal,,0
2276634,1896,no_signal,,0
2276635,1896,no_signal,,0
2276636,1896,no_signal,,0
2276637,1896,no_signal,,0
2276638,1896,no_signal,,0
2276639,1896,no_signal,,0
2276640,1896,no_signal,,0
2276641,1896,no_signal,,0
2276642,1896,no_signal,,0
2276643,1896,no_signal,,0
2276644,1896,no_signal,,0
2276645,1896,no_signal,,0
2276647,1896,no_signal,,0
2276648,1896,no_signal,,0
2276649,1896,no_signal,,0
2276650,1896,no_signal,,0
2276651,1896,no_signal,,0
2276652,1896,no_signal,,0
2276653,1896,no_signal,,0
2276654,1896,no_signal,,0
2276656,1896,no_signal,,0
2276657,1896,no_signal,,0
2276658,1896,no_signal,,0
2276659,1896,no_signal,,0
2276660,1896,no_signal,,0
2276661,1896,no_signal,,0
2276662,1896,no_signal,,0
2276664,1896,no_signal,,0
2276665,1896,no_signal,,0
2276666,1896,no_signal,,0
2276667,1896,no_signal,,0
2276668,1896,no_signal,,0
2276669,1896,no_signal,,0
2276670,1896,no_signal,,0
2276672,1896,no_signal,,0
2276673,1896,no_signal,,0
2276674,1896,no_signal,,0
2276675,1896,no_signal,,0
2276676,1896,no_signal,,0
2276677,1896,no_signal,,0
2276678,1896,no_signal,,0
2276679,1896,no_signal,,0
2276680,1896,no_signal,,0
2276681,1896,no_signal,,0
2276682,1896,no_signal,,0
2276683,1896,no_signal,,0
2276684,1896,no_signal,,0
2276685,1896,no_signal,,0
2276686,1896,no_signal,,0
2276687,1896,no_signal,,0
